 SSIMWave's Video Quality-of-Experience Monitor with a CLI for Windows (SQM-CLI-Win), Version 1.5.31.383

Reference video, F:\Kai\SQM\AutoTestingFramework\Win32\TestData\12-BugFix\Comcast\DWTS1_1080i_60.ts,PID, N/A
Test video, F:\Kai\SQM\AutoTestingFramework\Win32\TestData\12-BugFix\Comcast\AT3790_DWTS1_C1_LVLH05.ts,PID, 1

Report Date, 30-Jan, Report Time, 12:14:46
Test Video's Bit-rate, 34919 kbps, Reference Video's Bit-rate, 337896 kbps
Test Video's Resolution, 768x432, Reference Video's Resolution, 1920x1080
Test Video's Framerate, 29.97, Reference Video's Framerate, 29.97
Number of frames processed, 9

SSIMplus QoE Scores Summary
Statistic,Source_Quality,SSIMplusCore_PF,SSIMplusCore_AQ,iPhone 6 Plus_PF,iPhone 6 Plus_AQ,iPad Air 2_PF,iPad Air 2_AQ,VT60_PF,VT60_AQ,ThinkPad W540_PF,ThinkPad W540_AQ,Macbook Pro_PF,Macbook Pro_AQ
Maximum,81,70,65,67,64,60,60,62,61,57,57,60,60
Minimum,76,68,63,66,63,58,58,61,60,55,55,58,58
Mean,80,68.89,64.44,66.56,63.89,59.22,59.22,61.67,60.89,56.11,56.11,59.11,59.11
Standard Deviation,2.75,0.6009,0.7265,0.527,0.3333,0.6667,0.6667,0.5,0.3333,0.6009,0.6009,0.6009,0.6009
Excellent (81-100),55.56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Good (61-80),44.44%,100%,100%,100%,100%,0%,0%,100%,88.89%,0%,0%,0%,0%
Fair (41-60),0%,0%,0%,0%,0%,100%,100%,0%,11.11%,100%,100%,100%,100%
Poor (21-40),0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Bad (0-20),0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Below threshold (0-70),0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Reference Video Temporal Alignment Offset (frames),1001
Test Video Temporal Alignment Offset (frames),1000

  SSIMplus QoE Scores 
Reference frame index, Test frame index, Source_Quality,SSIMplusCore_PF,SSIMplusCore_AQ,iPhone 6 Plus_PF,iPhone 6 Plus_AQ,iPad Air 2_PF,iPad Air 2_AQ,VT60_PF,VT60_AQ,ThinkPad W540_PF,ThinkPad W540_AQ,Macbook Pro_PF,Macbook Pro_AQ,
1002,1001,76,68,63,66,63,58,58,61,60,55,55,58,58
1003,1002,79,69,64,67,64,60,60,62,61,56,56,59,59
1004,1003,80,70,65,67,64,60,60,62,61,57,57,60,60
1005,1004,81,69,65,67,64,60,60,62,61,57,57,60,60
1006,1005,80,69,64,66,64,59,59,62,61,56,56,59,59
1007,1006,81,69,65,67,64,59,59,62,61,56,56,59,59
1008,1007,81,69,65,67,64,59,59,62,61,56,56,59,59
1009,1008,81,69,65,66,64,59,59,61,61,56,56,59,59
1010,1009,81,68,64,66,64,59,59,61,61,56,56,59,59
