 SSIMWave's Video Quality-of-Experience Monitor with a CLI for Windows (SQM-CLI-Win), Version 1.5.31.383

Reference video, F:\Kai\SQM\AutoTestingFramework\Win32\TestData\12-BugFix\Comcast\DWTS1_1080i_60.ts,PID, N/A
Test video, F:\Kai\SQM\AutoTestingFramework\Win32\TestData\12-BugFix\Comcast\AT3790_DWTS1_C1_LVLH07.ts,PID, 1

Report Date, 30-Jan, Report Time, 12:26:46
Test Video's Bit-rate, 92596 kbps, Reference Video's Bit-rate, 341811 kbps
Test Video's Resolution, 1280x720, Reference Video's Resolution, 1920x1080
Test Video's Framerate, 59.94, Reference Video's Framerate, 59.94
Number of frames processed, 10

SSIMplus QoE Scores Summary
Statistic,Source_Quality,SSIMplusCore_PF,SSIMplusCore_AQ,iPhone 6 Plus_PF,iPhone 6 Plus_AQ,iPad Air 2_PF,iPad Air 2_AQ,VT60_PF,VT60_AQ,ThinkPad W540_PF,ThinkPad W540_AQ,Macbook Pro_PF,Macbook Pro_AQ
Maximum,86,13,13,22,22,20,20,21,21,20,20,20,20
Minimum,84,8,8,15,15,15,15,15,15,15,15,15,15
Mean,85.2,10.6,10.6,17.6,17.6,17.2,17.2,17.3,17.3,17.1,17.1,17.2,17.2
Standard Deviation,0.4,1.43,1.43,2.011,2.011,1.398,1.398,1.636,1.636,1.287,1.287,1.398,1.398
Excellent (81-100),100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Good (61-80),0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Fair (41-60),0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Poor (21-40),0%,0%,0%,10%,10%,0%,0%,10%,10%,0%,0%,0%,0%
Bad (0-20),0%,100%,100%,90%,90%,100%,100%,90%,90%,100%,100%,100%,100%
Below threshold (0-70),0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Reference Video Temporal Alignment Offset (frames),1002
Test Video Temporal Alignment Offset (frames),1001

  SSIMplus QoE Scores 
Reference frame index, Test frame index, Source_Quality,SSIMplusCore_PF,SSIMplusCore_AQ,iPhone 6 Plus_PF,iPhone 6 Plus_AQ,iPad Air 2_PF,iPad Air 2_AQ,VT60_PF,VT60_AQ,ThinkPad W540_PF,ThinkPad W540_AQ,Macbook Pro_PF,Macbook Pro_AQ,
1003,1002,85,11,11,17,17,17,17,17,17,17,17,17,17
1004,1003,86,11,11,17,17,17,17,17,17,17,17,17,17
1005,1004,86,11,11,17,17,17,17,17,17,17,17,17,17
1006,1005,86,10,10,17,17,17,17,17,17,17,17,17,17
1007,1006,85,11,11,17,17,17,17,17,17,17,17,17,17
1008,1007,85,9,9,16,16,16,16,16,16,16,16,16,16
1009,1008,85,8,8,15,15,15,15,15,15,15,15,15,15
1010,1009,84,10,10,18,18,17,17,17,17,17,17,17,17
1011,1010,85,12,12,20,20,19,19,19,19,18,18,19,19
1012,1011,85,13,13,22,22,20,20,21,21,20,20,20,20
