 SSIMWave's Video Quality-of-Experience Monitor with a CLI for Windows (SQM-CLI-Win), Version 1.5.31.215

Reference video, F:\Kai\SQM\AutoTestingFramework\Win32\TestData\9-QA_Features\TemporalAlignment\tshift_ref_768x432_300f.mp4,PID, N/A
Test video, F:\Kai\SQM\AutoTestingFramework\Win32\TestData\9-QA_Features\TemporalAlignment\tshift_60f_768x432_400f.mp4,PID, 1

Report Date, 21-Dec, Report Time, 13:50:38
Test Video's Bit-rate, 225 kbps, Reference Video's Bit-rate, 226 kbps
Test Video's Resolution, 768x432, Reference Video's Resolution, 768x432
Test Video's Framerate, 25, Reference Video's Framerate, 25
Number of frames processed, 298

SSIMplus QoE Scores Summary
Statistic,SSIMplusCore,iPhone 6 Plus,iPad Air 2,VT60,ThinkPad W540,Macbook Pro
Maximum,100,96,96,96,96,96
Minimum,82,61,50,52,43,49
Mean,87.11,75.17,66.38,67.51,59.95,65.25
Standard Deviation,3.382,5.836,7.293,7.108,8.394,7.455
Excellent (81-100),100%,8.054%,3.02%,3.691%,2.685%,2.685%
Good (61-80),0%,91.95%,74.5%,80.54%,50.34%,70.13%
Fair (41-60),0%,0%,22.48%,15.77%,46.98%,27.18%
Poor (21-40),0%,0%,0%,0%,0%,0%
Bad (0-20),0%,0%,0%,0%,0%,0%
Below threshold (0-70),0%,20.47%,76.17%,63.09%,93.29%,89.26%
Reference Video Temporal Alignment Offset (frames),0
Test Video Temporal Alignment Offset (frames),60

  SSIMplus QoE Scores 
Reference frame index, Test frame index,SSIMplusCore,iPhone 6 Plus,iPad Air 2,VT60,ThinkPad W540,Macbook Pro,
1,61,100,96,96,96,96,96
2,62,100,96,96,96,96,96
3,63,98,94,94,94,94,94
4,64,95,91,90,90,90,90
5,65,93,89,88,88,88,88
6,66,92,87,86,87,86,86
7,67,91,86,84,85,83,84
8,68,90,85,83,83,81,82
9,69,90,84,81,81,79,80
10,70,89,83,79,79,76,78
11,71,88,82,77,78,73,76
12,72,88,81,76,76,72,75
13,73,88,81,75,75,70,74
14,74,87,80,73,74,69,73
15,75,87,80,73,74,68,72
16,76,87,79,72,73,67,71
17,77,87,79,71,72,66,71
18,78,86,78,71,72,65,70
19,79,86,78,70,71,65,70
20,80,86,78,70,71,64,69
21,81,86,78,70,71,64,69
22,82,86,78,70,71,64,69
23,83,86,77,69,70,63,68
24,84,86,77,69,70,63,68
25,85,86,77,69,70,63,68
26,86,86,77,69,70,63,68
27,87,86,77,69,70,62,68
28,88,85,77,68,70,62,67
29,89,85,77,68,69,62,67
30,90,85,77,68,69,62,67
31,91,85,77,68,69,62,67
32,92,85,76,68,69,62,67
33,93,85,76,68,69,62,67
34,94,85,76,68,69,62,67
35,95,85,76,68,69,61,67
36,96,85,76,68,69,61,67
37,97,85,76,68,69,61,67
38,98,85,76,68,69,61,67
39,99,85,76,68,69,61,67
40,100,85,76,68,69,61,67
41,101,85,76,68,69,61,67
42,102,85,76,68,69,62,67
43,103,85,76,68,69,62,67
44,104,85,76,68,69,62,67
45,105,85,76,68,69,61,67
46,106,85,76,68,69,61,67
47,107,85,76,68,69,62,67
48,108,85,76,68,69,61,67
49,109,85,76,68,69,61,67
50,110,85,76,68,69,61,67
51,111,85,76,68,69,61,67
52,112,85,76,68,69,61,67
53,113,85,76,68,69,61,67
54,114,85,76,68,69,61,67
55,115,85,76,68,69,61,67
56,116,85,76,68,69,61,67
57,117,85,76,68,69,61,66
58,118,84,76,67,69,61,66
59,119,85,76,68,69,61,67
60,120,85,76,68,69,61,67
61,121,85,76,68,69,62,67
62,122,85,77,68,69,62,67
63,123,86,77,68,69,62,67
64,124,86,77,68,70,62,67
65,125,86,77,69,70,62,68
66,126,87,77,69,70,62,68
67,127,87,78,69,70,63,68
68,128,88,79,70,71,64,69
69,129,89,80,73,74,68,72
70,130,91,83,77,78,73,76
71,131,92,84,78,79,75,78
72,132,91,84,79,80,76,78
73,133,92,84,80,81,77,79
74,134,92,85,80,81,77,79
75,135,92,84,79,80,76,78
76,136,92,83,77,78,73,77
77,137,91,82,76,77,72,75
78,138,91,82,75,76,70,74
79,139,90,81,74,75,69,73
80,140,90,81,73,74,68,72
81,141,90,80,73,74,67,72
82,142,89,80,72,73,66,71
83,143,90,80,72,73,66,71
84,144,90,80,72,73,66,70
85,145,90,80,71,72,65,70
86,146,90,80,71,72,65,70
87,147,91,80,71,72,65,70
88,148,91,80,71,72,65,70
89,149,91,80,71,72,65,70
90,150,91,80,71,72,64,70
91,151,91,80,71,72,64,70
92,152,91,80,71,72,64,70
93,153,91,80,71,72,64,70
94,154,91,80,71,72,64,70
95,155,91,80,71,72,64,70
96,156,92,80,71,72,64,70
97,157,92,80,71,72,64,70
98,158,92,80,71,72,64,69
99,159,92,80,71,72,64,69
100,160,92,80,71,72,64,69
101,161,92,80,71,72,64,69
102,162,92,80,71,72,64,69
103,163,92,80,71,72,64,69
104,164,92,80,71,72,64,69
105,165,92,80,71,72,64,69
106,166,92,80,71,72,64,69
107,167,92,80,71,72,64,69
108,168,92,80,71,72,64,69
109,169,92,80,71,72,64,69
110,170,92,80,71,72,64,69
111,171,92,80,71,72,64,70
112,172,92,80,71,72,64,70
113,173,92,80,71,72,64,70
114,174,92,80,71,72,64,70
115,175,92,80,71,72,64,70
116,176,92,80,71,72,64,70
117,177,92,80,71,72,64,70
118,178,92,80,71,72,64,70
119,179,92,80,71,72,64,70
120,180,92,80,71,72,64,70
121,181,91,80,71,72,64,69
122,182,91,79,70,71,64,69
123,183,90,79,70,71,64,69
124,184,90,79,70,71,64,69
125,185,89,79,70,71,63,69
126,186,89,78,69,71,63,68
127,187,89,78,69,71,63,68
128,188,89,78,69,71,63,68
129,189,89,78,70,71,63,68
130,190,89,79,70,71,63,68
131,191,90,79,70,71,63,69
132,192,90,79,70,71,63,69
133,193,90,79,70,71,63,69
134,194,90,79,70,71,63,69
135,195,90,79,70,71,63,68
136,196,90,79,70,71,63,68
137,197,90,79,70,71,63,68
138,198,90,79,70,71,63,69
139,199,90,79,70,71,63,69
140,200,91,79,70,71,63,69
141,201,90,79,69,71,63,68
142,202,90,78,68,70,62,67
143,203,90,77,67,68,60,66
144,204,90,75,65,66,58,64
145,205,90,73,63,64,55,61
146,206,90,71,61,62,53,59
147,207,90,69,59,60,52,58
148,208,90,68,57,59,50,56
149,209,90,66,56,57,49,55
150,210,89,65,55,56,48,54
151,211,89,65,54,56,47,53
152,212,89,64,54,55,47,53
153,213,89,63,53,54,46,52
154,214,88,63,53,54,46,52
155,215,88,63,52,54,45,51
156,216,88,62,52,53,45,51
157,217,88,62,52,53,45,50
158,218,87,62,51,53,44,50
159,219,87,61,51,52,44,50
160,220,86,61,51,52,44,50
161,221,86,61,51,52,44,49
162,222,86,61,51,52,43,49
163,223,86,61,50,52,43,49
164,224,86,61,50,52,43,49
165,225,85,61,50,52,43,49
